05.05.2026                                                       ¡ÒÃáÊ´§ÃÒÂ¡ÒÃáººä´¹ÒÁÔ¡                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  ÇÑÊ´Ø        |¤ÓÍ¸ÔºÒÂÇÑÊ´Ø                           |Plnt|ãºÊÑè§|â¤Ã§¢èÒÂ  |        Í§¤ì»ÃÐ¡Íº WBS|MvT|»Á.µéÍ§¡ÒÃ|RemovedQty|»ÃÔÁÒ³µèÒ§|ÇÑ¹µéÍ§¡ÒÃ|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|       44 |       44 |        0 |26.04.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        8 |        8 |        0 |26.04.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|       12 |       12 |        0 |26.04.2026|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-01-021-0201|BOLT,STRAND EYE, 45 DEG.M.16X250 MM.    |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|       15 |       15 |        0 |26.04.2026|
|  1-01-023-0012|CLAMP, DOUBLE BOLTS, ST. WIRE 25 SQ.MM. |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        6 |        6 |        0 |26.04.2026|
|  1-01-023-0205|GROUND WIRE CLAMP,J.1152                |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|      290 |      290 |        0 |26.04.2026|
|  1-02-020-0003|COVERED TIE WIRE.AL.4.0 MM.             |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|       26 |       26 |        0 |26.04.2026|
|  1-02-026-0202|PREFORMED D/E,SAC 22kV 50sq.mm. 21.80mm |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        9 |        9 |        0 |26.04.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|       12 |       12 |        0 |26.04.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|       18 |       18 |        0 |26.04.2026|
|  1-03-003-0103|INSULATOR,STRAIN,CLASS 54-4 TIS.280     |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-03-014-0011|CLEVIS,THIMBLE,FOR PREFORMED DEAD-END   |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        9 |        9 |        0 |26.04.2026|
|  1-04-003-0003|FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K  |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        4 |        0 |        4 |26.04.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|       24 |       24 |        0 |26.04.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        6 |        6 |        0 |26.04.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        8 |        8 |        0 |26.04.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|       12 |       12 |        0 |26.04.2026|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-021-0300|ANCLE GUY ATTACHMENT 30 DEG.            |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|       12 |       12 |        0 |26.04.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|      310 |      310 |        0 |26.04.2026|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|    0.650 |    0.650 |        0 |26.04.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        4 |        4 |        0 |26.04.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|       14 |        4 |       10 |26.04.2026|
|  1-03-003-0100|INSULATOR,STRAIN,CLASS 54-1 TIS.280     |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        2 |        0 |        2 |26.04.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005109904|C-68-D-BPGCS.0083.01.1|281|        7 |        2 |        5 |26.04.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|       41 |       41 |        0 |26.04.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        4 |        4 |        0 |26.04.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        6 |        6 |        0 |26.04.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        9 |        9 |        0 |26.04.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|       11 |       11 |        0 |26.04.2026|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-02-018-0008|EPR, HIGH-VOLTAGE INSULATING TAPE       |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-02-042-0102|CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.      |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        8 |        8 |        0 |26.04.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-04-002-0014|H.R.C. FUSE, BLADE CONTACT, 160 A       |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-05-000-0011|TR., 30KVA,1P,22-0.48/0.24KV, SC        |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-05-010-0003|BRACKET,ST.,FOR TR. SECONDARY LEAD      |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        6 |        6 |        0 |26.04.2026|
|  1-09-025-0038|TRANSFORMER BUSHING COVERS              |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-09-025-0041|LIGHTNING ARRESTER COVERS               |D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005109906|C-68-D-BPGCS.0083.01.1|281|        6 |        0 |        6 |26.04.2026|
|  1-00-001-0012|POLE 12.2 M.                            |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        1 |        1 |        0 |21.12.2025|
|  1-01-001-0003|ST. ANG.,OHGW. BAYONET 2.25 M.LONG      |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        1 |        1 |        0 |21.12.2025|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        3 |        3 |        0 |21.12.2025|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        2 |        2 |        0 |21.12.2025|
|  1-01-011-0206|BOLT,MACHINE M.16X400 MM.               |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        2 |        2 |        0 |21.12.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        4 |        4 |        0 |21.12.2025|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        3 |        3 |        0 |21.12.2025|
|  1-01-023-0012|CLAMP, DOUBLE BOLTS, ST. WIRE 25 SQ.MM. |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        2 |        2 |        0 |21.12.2025|
|  1-01-023-0201|GW SUPPORT AND CLAMP,FOR POLE           |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        1 |        1 |        0 |21.12.2025|
|  1-01-023-0205|GROUND WIRE CLAMP,J.1152                |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        1 |        1 |        0 |21.12.2025|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|    0.330 |    0.330 |        0 |21.12.2025|
|  1-02-044-0112|BRACKET,SAC CORNER SUPPORT, 22-33 KV    |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        1 |        1 |        0 |21.12.2025|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |8005110815|C-68-D-NPNSR.0602.02.1|281|        3 |        3 |        0 |21.12.2025|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        7 |        7 |        0 |09.09.2025|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|       33 |        0 |       33 |09.09.2025|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|       14 |       14 |        0 |09.09.2025|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        2 |        2 |        0 |09.09.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|       14 |       14 |        0 |09.09.2025|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-01-021-0300|ANCLE GUY ATTACHMENT 30 DEG.            |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        6 |        6 |        0 |09.09.2025|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|      650 |      650 |        0 |09.09.2025|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-02-018-0002|TAPE,PVC,O/D,0.18X19X20,000 MM. TIS.386 |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|       10 |        0 |       10 |09.09.2025|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|    0.780 |    0.780 |        0 |09.09.2025|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        4 |        4 |        0 |09.09.2025|
|  1-02-030-0101|CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        2 |        2 |        0 |09.09.2025|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|       16 |        0 |       16 |09.09.2025|
|  1-03-003-0100|INSULATOR,STRAIN,CLASS 54-1 TIS.280     |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        8 |        8 |        0 |09.09.2025|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        1 |        1 |        0 |09.09.2025|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        3 |        3 |        0 |09.09.2025|
|  9-09-001-0035|¤ÍÁ»ÒÇ´ìªèÇÂ¡ÒÃÊÑÁ¼ÑÊ·Ò§ä¿¿éÒ           |D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|    0.020 |        0 |    0.020 |09.09.2025|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005112218|C-68-D-NPNSR.0604.02.1|281|        3 |        0 |        3 |09.09.2025|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        6 |        6 |        0 |10.09.2025|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        1 |        0 |10.09.2025|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|       32 |       32 |        0 |10.09.2025|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|       12 |       12 |        0 |10.09.2025|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        8 |        8 |        0 |10.09.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|       20 |       20 |        0 |10.09.2025|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        0 |        1 |10.09.2025|
|  1-01-021-0300|ANCLE GUY ATTACHMENT 30 DEG.            |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        1 |        0 |10.09.2025|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        1 |        0 |10.09.2025|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        1 |        0 |10.09.2025|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        6 |        6 |        0 |10.09.2025|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|      670 |      670 |        0 |10.09.2025|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        1 |        0 |10.09.2025|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|    1.040 |    1.040 |        0 |10.09.2025|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        4 |        0 |        4 |10.09.2025|
|  1-02-030-0101|CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        2 |        2 |        0 |10.09.2025|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        1 |        0 |10.09.2025|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|       20 |       20 |        0 |10.09.2025|
|  1-03-003-0100|INSULATOR,STRAIN,CLASS 54-1 TIS.280     |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        1 |        0 |10.09.2025|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|       10 |       10 |        0 |10.09.2025|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        1 |        1 |        0 |10.09.2025|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        3 |        3 |        0 |10.09.2025|
|  9-09-001-0035|¤ÍÁ»ÒÇ´ìªèÇÂ¡ÒÃÊÑÁ¼ÑÊ·Ò§ä¿¿éÒ           |D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|    0.030 |        0 |    0.030 |10.09.2025|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005112657|C-68-D-NPNSR.0560.02.1|281|        3 |        0 |        3 |10.09.2025|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005112887|C-68-D-NPNSR.0500.02.1|281|       28 |       28 |        0 |10.09.2025|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005112887|C-68-D-NPNSR.0500.02.1|281|        7 |        7 |        0 |10.09.2025|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005112887|C-68-D-NPNSR.0500.02.1|281|      144 |        0 |      144 |10.09.2025|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005112887|C-68-D-NPNSR.0500.02.1|281|       48 |       48 |        0 |10.09.2025|
